order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,item_id,product_id,quantity,list_price,discount,sales,sales_category,total_sales
823,415,4,2017-04-06,2017-04-07,2017-04-08,3,8,1,56,2,5499.99,0.07,10999.98,High,12399.949999999999
1234,19,3,2017-11-07,2017-11-07,,2,6,1,56,2,5499.99,0.07,10999.98,High,18223.86
741,119,4,2017-02-28,2017-03-01,2017-03-01,3,8,4,56,2,5499.99,0.05,10999.98,High,17709.92
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7,3,56,2,5499.99,0.07,10999.98,High,12749.949999999999
736,184,4,2017-02-27,2017-02-28,2017-02-28,2,7,1,56,2,5499.99,0.05,10999.98,High,18428.96
930,1224,4,2017-06-05,2017-06-06,2017-06-06,3,9,1,56,2,5499.99,0.07,10999.98,High,26913.92
1341,1258,4,2018-01-12,2018-01-13,2018-01-14,2,7,2,56,2,5499.99,0.2,10999.98,High,14801.92
685,976,4,2017-01-31,2017-02-03,2017-02-02,2,7,5,56,2,5499.99,0.05,10999.98,High,17996.92
717,1312,4,2017-02-15,2017-02-18,2017-02-17,2,6,1,56,2,5499.99,0.05,10999.98,High,11209.97
946,525,4,2017-06-14,2017-06-16,2017-06-15,2,6,5,56,2,5499.99,0.07,10999.98,High,19699.92
1505,22,1,2018-04-08,2018-04-08,,2,7,3,43,2,5299.99,0.05,10599.98,High,18099.9
1393,547,4,2018-02-14,2018-02-15,2018-02-15,2,7,3,47,2,5299.99,0.05,10599.98,High,11789.939999999999
1347,247,4,2018-01-15,2018-01-18,2018-01-18,1,2,1,43,2,5299.99,0.07,10599.98,High,11349.97
1220,803,4,2017-10-31,2017-11-03,2017-11-03,2,6,1,47,2,5299.99,0.1,10599.98,High,14759.949999999999
951,339,4,2017-06-16,2017-06-19,2017-06-19,2,7,2,43,2,5299.99,0.1,10599.98,High,20199.949999999997
660,383,4,2017-01-18,2017-01-19,2017-01-19,2,7,3,47,2,5299.99,0.05,10599.98,High,18799.93
1118,1023,4,2017-09-08,2017-09-11,2017-09-11,2,6,4,47,2,5299.99,0.2,10599.98,High,22999.94
1255,375,4,2017-11-19,2017-11-20,2017-11-21,2,6,1,43,2,5299.99,0.2,10599.98,High,13749.92
1055,140,4,2017-08-12,2017-08-15,2017-08-15,2,6,1,43,2,5299.99,0.07,10599.98,High,14239.91
1262,509,4,2017-11-23,2017-11-26,2017-11-26,2,6,3,43,2,5299.99,0.07,10599.98,High,12655.949999999999
1023,356,4,2017-07-23,2017-07-26,2017-07-25,2,6,2,43,2,5299.99,0.1,10599.98,High,10949.97
961,82,4,2017-06-19,2017-06-21,2017-06-22,1,2,2,47,2,5299.99,0.2,10599.98,High,21997.879999999997
1170,534,4,2017-10-05,2017-10-07,2017-10-06,2,6,2,47,2,5299.99,0.05,10599.98,High,18129.95
973,238,4,2017-06-24,2017-06-27,2017-06-27,2,6,3,47,2,5299.99,0.05,10599.98,High,21816.93
645,1199,4,2017-01-08,2017-01-11,2017-01-10,2,6,4,47,2,5299.99,0.07,10599.98,High,16509.92
755,531,4,2017-03-06,2017-03-07,2017-03-07,2,6,2,43,2,5299.99,0.05,10599.98,High,16123.939999999999
847,329,4,2017-04-18,2017-04-19,2017-04-19,2,7,1,61,2,4999.99,0.05,9999.98,High,9999.98
1175,292,4,2017-10-09,2017-10-11,2017-10-12,2,6,1,58,2,4999.99,0.07,9999.98,High,14946.939999999999
982,1423,4,2017-06-26,2017-06-29,2017-06-28,3,9,4,40,2,4999.99,0.05,9999.98,High,11886.939999999999
1592,6,2,2018-04-27,2018-04-27,,2,7,3,40,2,4999.99,0.07,9999.98,High,35857.86
1482,94,1,2018-04-01,2018-04-01,,2,7,5,205,2,4999.99,0.05,9999.98,High,37138.86
1434,595,4,2018-03-14,2018-03-16,2018-03-16,2,6,4,61,2,4999.99,0.07,9999.98,High,14419.93
1482,94,1,2018-04-01,2018-04-01,,2,7,3,58,2,4999.99,0.07,9999.98,High,37138.86
1169,1421,4,2017-10-04,2017-10-06,2017-10-07,2,7,3,58,2,4999.99,0.1,9999.98,High,19399.93
1189,1090,4,2017-10-15,2017-10-17,2017-10-18,2,6,3,40,2,4999.99,0.1,9999.98,High,13679.949999999999
968,1403,4,2017-06-21,2017-06-23,2017-06-23,2,6,2,61,2,4999.99,0.05,9999.98,High,13287.97
1191,186,4,2017-10-17,2017-10-18,2017-10-18,2,6,1,40,2,4999.99,0.1,9999.98,High,10909.949999999999
1229,89,4,2017-11-05,2017-11-08,2017-11-06,1,3,2,61,2,4999.99,0.1,9999.98,High,11985.949999999999
1283,85,4,2017-12-04,2017-12-07,2017-12-07,2,7,1,61,2,4999.99,0.05,9999.98,High,25772.86
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,5,58,2,4999.99,0.1,9999.98,High,13362.93
1566,72,1,2018-04-21,2018-04-21,,1,3,2,61,2,4999.99,0.05,9999.98,High,14837.93
1129,663,4,2017-09-17,2017-09-18,2017-09-20,2,6,3,61,2,4999.99,0.05,9999.98,High,16333.949999999999
698,543,4,2017-02-06,2017-02-08,2017-02-09,3,8,3,40,2,4999.99,0.05,9999.98,High,10899.96
659,1391,4,2017-01-17,2017-01-19,2017-01-18,2,7,4,61,2,4999.99,0.07,9999.98,High,18259.93
1251,289,4,2017-11-17,2017-11-19,2017-11-19,3,9,1,40,2,4999.99,0.1,9999.98,High,19499.96
853,883,4,2017-04-21,2017-04-24,2017-04-24,3,8,2,58,2,4999.99,0.2,9999.98,High,16239.929999999998
1345,1037,4,2018-01-14,2018-01-15,2018-01-15,2,6,1,40,2,4999.99,0.2,9999.98,High,20997.94
860,473,4,2017-04-27,2017-04-29,2017-04-28,2,7,4,58,2,4999.99,0.07,9999.98,High,12669.92
1140,1063,4,2017-09-21,2017-09-22,2017-09-22,3,8,4,40,2,4999.99,0.07,9999.98,High,14933.92
1349,464,4,2018-01-15,2018-01-17,2018-01-16,2,6,2,205,2,4999.99,0.07,9999.98,High,21097.949999999997
1137,810,4,2017-09-20,2017-09-23,2017-09-23,3,8,2,58,2,4999.99,0.2,9999.98,High,13553.929999999998
839,1332,4,2017-04-15,2017-04-18,2017-04-16,1,3,3,58,2,4999.99,0.05,9999.98,High,13029.96
1233,462,4,2017-11-06,2017-11-07,2017-11-08,2,6,2,61,2,4999.99,0.1,9999.98,High,13079.949999999999
1123,598,4,2017-09-13,2017-09-14,2017-09-14,2,7,2,61,2,4999.99,0.1,9999.98,High,10693.96
1219,840,4,2017-10-30,2017-11-02,2017-11-02,2,7,3,40,2,4999.99,0.2,9999.98,High,17857.96
900,971,4,2017-05-20,2017-05-21,2017-05-22,2,6,4,61,2,4999.99,0.05,9999.98,High,16859.92
1514,87,2,2018-04-10,2018-04-10,,1,3,2,203,2,4999.99,0.05,9999.98,High,14460.91
1300,824,4,2017-12-15,2017-12-17,2017-12-17,2,6,2,58,2,4999.99,0.05,9999.98,High,10679.96
1041,70,4,2017-08-04,2017-08-06,2017-08-05,2,7,2,61,2,4999.99,0.07,9999.98,High,18709.93
1513,32,2,2018-04-10,2018-04-10,,1,2,2,61,2,4999.99,0.05,9999.98,High,19575.94
799,607,4,2017-03-27,2017-03-28,2017-03-29,1,3,5,58,2,4999.99,0.07,9999.98,High,19081.91
1506,75,1,2018-04-08,2018-04-08,,2,7,2,153,2,4999.99,0.2,9999.98,High,37500.89
1377,1007,4,2018-02-01,2018-02-03,2018-02-03,2,7,1,153,2,4999.99,0.05,9999.98,High,19419.94
1410,1005,4,2018-02-27,2018-02-28,2018-02-28,2,7,1,205,2,4999.99,0.1,9999.98,High,20679.95
937,73,4,2017-06-11,2017-06-14,2017-06-13,2,7,3,58,2,4999.99,0.07,9999.98,High,34390.88
1410,1005,4,2018-02-27,2018-02-28,2018-02-28,2,7,2,203,2,4999.99,0.2,9999.98,High,20679.95
1020,16,3,2017-07-23,2017-07-23,,2,6,5,40,2,4999.99,0.05,9999.98,High,34503.82
1162,888,4,2017-10-01,2017-10-03,2017-10-03,2,6,2,40,2,4999.99,0.2,9999.98,High,12909.93
1291,1284,4,2017-12-09,2017-12-11,2017-12-12,2,6,2,58,2,4999.99,0.05,9999.98,High,11999.97
1424,1445,4,2018-03-07,2018-03-10,2018-03-10,1,2,1,140,2,4999.99,0.2,9999.98,High,9999.98
1348,1214,4,2018-01-15,2018-01-17,2018-01-17,1,2,3,58,2,4999.99,0.1,9999.98,High,22299.95
1334,425,4,2018-01-07,2018-01-09,2018-01-10,2,6,1,203,2,4999.99,0.05,9999.98,High,21789.92
715,12,3,2017-02-15,2017-02-15,,2,6,1,61,2,4999.99,0.1,9999.98,High,27157.879999999997
718,38,4,2017-02-16,2017-02-17,2017-02-17,2,7,2,40,2,4999.99,0.07,9999.98,High,23397.92
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6,4,61,2,4999.99,0.1,9999.98,High,11899.949999999999
1060,182,4,2017-08-15,2017-08-18,2017-08-17,2,6,3,61,2,4999.99,0.1,9999.98,High,19361.93
1333,203,4,2018-01-06,2018-01-07,2018-01-07,3,8,1,205,2,4999.99,0.05,9999.98,High,13157.92
1334,425,4,2018-01-07,2018-01-09,2018-01-10,2,6,2,160,2,4499.99,0.07,8999.98,High,21789.92
753,1201,4,2017-03-05,2017-03-08,2017-03-08,2,7,2,7,2,3999.99,0.2,7999.98,High,11284.92
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,2,7,2,3999.99,0.2,7999.98,High,9469.949999999999
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,3,7,2,3999.99,0.05,7999.98,High,9718.949999999999
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,2,7,2,3999.99,0.2,7999.98,High,9639.939999999999
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2,7,2,3999.99,0.1,7999.98,High,10148.97
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,1,7,2,3999.99,0.07,7999.98,High,12981.93
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2,7,2,3999.99,0.2,7999.98,High,10330.939999999999
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,4,7,2,3999.99,0.07,7999.98,High,12860.939999999999
1460,1131,4,2018-03-21,2018-03-23,2018-03-23,2,7,4,7,2,3999.99,0.07,7999.98,High,15549.93
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,3,7,2,3999.99,0.07,7999.98,High,8809.949999999999
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2,7,2,3999.99,0.07,7999.98,High,11799.93
1194,192,4,2017-10-19,2017-10-22,2017-10-22,1,2,2,7,2,3999.99,0.07,7999.98,High,16028.91
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,3,7,2,3999.99,0.05,7999.98,High,8948.97
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1,7,2,3999.99,0.05,7999.98,High,12447.949999999999
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,3,7,2,3999.99,0.05,7999.98,High,12448.97
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,2,7,2,3999.99,0.07,7999.98,High,11299.96
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,3,7,2,3999.99,0.2,7999.98,High,15059.939999999999
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,5,7,2,3999.99,0.1,7999.98,High,12377.96
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,2,7,2,3999.99,0.2,7999.98,High,10189.93
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,3,7,2,3999.99,0.07,7999.98,High,10807.949999999999
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,4,7,2,3999.99,0.07,7999.98,High,9959.92
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,4,7,2,3999.99,0.1,7999.98,High,12571.93
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,2,7,2,3999.99,0.05,7999.98,High,8939.96
1585,157,1,2018-04-26,2018-04-26,,1,3,3,207,2,3999.99,0.07,7999.98,High,19879.89
1124,275,4,2017-09-13,2017-09-14,2017-09-16,3,9,1,7,2,3999.99,0.1,7999.98,High,12543.91
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,3,7,2,3999.99,0.07,7999.98,High,9529.949999999999
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,2,7,2,3999.99,0.2,7999.98,High,11439.93
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,4,7,2,3999.99,0.05,7999.98,High,10638.949999999999
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1,7,2,3999.99,0.07,7999.98,High,7999.98
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,1,7,2,3999.99,0.05,7999.98,High,10990.93
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,4,7,2,3999.99,0.1,7999.98,High,13782.93
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,2,7,2,3999.99,0.05,7999.98,High,15597.949999999999
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,3,7,2,3999.99,0.1,7999.98,High,10278.949999999999
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,1,7,2,3999.99,0.05,7999.98,High,9167.97
1026,1370,4,2017-07-26,2017-07-28,2017-07-29,1,2,1,7,2,3999.99,0.07,7999.98,High,7999.98
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,3,7,2,3999.99,0.05,7999.98,High,9897.96
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,3,7,2,3999.99,0.1,7999.98,High,12080.949999999999
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,3,7,2,3999.99,0.05,7999.98,High,9009.949999999999
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,3,7,2,3999.99,0.05,7999.98,High,11218.949999999999
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,1,7,2,3999.99,0.05,7999.98,High,8469.97
1551,70,1,2018-04-17,2018-04-17,,2,7,1,207,2,3999.99,0.2,7999.98,High,18709.93
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1,7,2,3999.99,0.2,7999.98,High,9999.96
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,3,7,2,3999.99,0.05,7999.98,High,11499.96
608,1103,4,2016-12-12,2016-12-15,2016-12-14,1,3,2,7,2,3999.99,0.1,7999.98,High,14349.949999999999
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,3,7,2,3999.99,0.05,7999.98,High,9369.949999999999
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,2,7,2,3999.99,0.07,7999.98,High,25382.84
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,3,7,2,3999.99,0.2,7999.98,High,14761.9
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,4,7,2,3999.99,0.07,7999.98,High,10139.92
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,2,7,2,3999.99,0.07,7999.98,High,9529.96
1575,224,2,2018-04-23,2018-04-23,,1,3,2,207,2,3999.99,0.1,7999.98,High,12829.88
677,809,4,2017-01-28,2017-01-31,2017-01-30,2,7,2,7,2,3999.99,0.07,7999.98,High,16767.91
700,4,4,2017-02-07,2017-02-10,2017-02-08,2,6,1,7,2,3999.99,0.05,7999.98,High,24198.879999999997
781,1018,4,2017-03-15,2017-03-16,2017-03-17,2,6,2,7,2,3999.99,0.2,7999.98,High,12833.939999999999
9,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,1,7,2,3999.99,0.1,7999.98,High,11149.92
1601,43,1,2018-04-29,2018-04-29,,3,8,4,7,2,3999.99,0.07,7999.98,High,25382.84
777,496,4,2017-03-13,2017-03-16,2017-03-16,2,6,2,7,2,3999.99,0.2,7999.98,High,10070.96
1439,463,4,2018-03-15,2018-03-16,2018-03-17,2,7,4,149,1,7499.99,0.05,7499.99,High,10869.949999999999
1355,1010,4,2018-01-19,2018-01-21,2018-01-20,2,7,3,149,1,7499.99,0.2,7499.99,High,11279.949999999999
1497,31,2,2018-04-06,2018-04-06,,1,2,3,204,2,3599.99,0.07,7199.98,High,21928.86
1578,93,2,2018-04-23,2018-04-23,,2,7,1,204,2,3599.99,0.07,7199.98,High,29214.89
1362,310,4,2018-01-23,2018-01-24,2018-01-25,2,6,2,204,2,3599.99,0.07,7199.98,High,14999.939999999999
1115,1100,4,2017-09-07,2017-09-09,2017-09-09,2,6,4,49,2,3499.99,0.1,6999.98,High,20399.92
790,1015,4,2017-03-19,2017-03-21,2017-03-22,2,7,1,62,2,3499.99,0.07,6999.98,High,7349.969999999999
797,374,4,2017-03-24,2017-03-26,2017-03-26,2,7,5,62,2,3499.99,0.1,6999.98,High,15937.929999999998
1318,75,4,2017-12-27,2017-12-30,2017-12-29,2,6,2,62,2,3499.99,0.2,6999.98,High,37500.89
1287,279,4,2017-12-07,2017-12-10,2017-12-09,1,3,2,62,2,3499.99,0.1,6999.98,High,10531.93
1182,1422,4,2017-10-13,2017-10-14,2017-10-16,2,7,2,49,2,3499.99,0.1,6999.98,High,7832.969999999999
844,1436,4,2017-04-16,2017-04-17,2017-04-18,2,6,5,63,2,3499.99,0.05,6999.98,High,10155.92
1021,125,4,2017-07-23,2017-07-24,2017-07-26,2,6,1,49,2,3499.99,0.07,6999.98,High,7599.959999999999
1163,934,4,2017-10-01,2017-10-02,2017-10-02,2,6,1,63,2,3499.99,0.05,6999.98,High,8499.96
1556,4,2,2018-04-18,2018-04-18,,2,6,1,49,2,3499.99,0.2,6999.98,High,24198.879999999997
661,626,4,2017-01-18,2017-01-19,2017-01-20,2,6,1,63,2,3499.99,0.07,6999.98,High,7539.959999999999
1428,195,4,2018-03-08,2018-03-10,2018-03-11,2,7,5,194,2,3499.99,0.2,6999.98,High,17369.92
1288,778,4,2017-12-07,2017-12-10,2017-12-09,3,9,3,62,2,3499.99,0.1,6999.98,High,9587.949999999999
1484,35,2,2018-04-02,2018-04-02,,2,6,2,49,2,3499.99,0.2,6999.98,High,24779.86
1420,838,4,2018-03-04,2018-03-05,2018-03-07,2,7,2,194,2,3499.99,0.1,6999.98,High,11198.97
872,394,4,2017-05-03,2017-05-06,2017-05-06,1,3,1,62,2,3499.99,0.07,6999.98,High,7749.969999999999
1281,1060,4,2017-12-02,2017-12-05,2017-12-05,2,6,2,49,2,3499.99,0.05,6999.98,High,8432.96
1544,5,1,2018-04-17,2018-04-17,,1,2,1,194,2,3499.99,0.1,6999.98,High,19442.879999999997
1068,453,4,2017-08-17,2017-08-20,2017-08-19,2,7,3,49,2,3499.99,0.2,6999.98,High,9779.93
862,1230,4,2017-04-27,2017-04-30,2017-04-29,3,8,3,49,2,3499.99,0.07,6999.98,High,7629.959999999999
1377,1007,4,2018-02-01,2018-02-03,2018-02-03,2,7,4,188,2,3499.99,0.07,6999.98,High,19419.94
905,609,4,2017-05-23,2017-05-26,2017-05-24,2,6,2,62,2,3499.99,0.05,6999.98,High,12450.939999999999
736,184,4,2017-02-27,2017-02-28,2017-02-28,2,7,3,62,2,3499.99,0.2,6999.98,High,18428.96
1122,1132,4,2017-09-12,2017-09-14,2017-09-14,2,6,3,49,2,3499.99,0.2,6999.98,High,17309.92
931,631,4,2017-06-07,2017-06-08,2017-06-08,2,6,1,49,2,3499.99,0.07,6999.98,High,7299.969999999999
1515,61,1,2018-04-10,2018-04-10,,3,9,2,202,2,3499.99,0.1,6999.98,High,29661.829999999998
725,870,4,2017-02-19,2017-02-22,2017-02-22,2,7,4,62,2,3499.99,0.1,6999.98,High,9159.939999999999
1548,170,1,2018-04-17,2018-04-17,,1,2,3,62,2,3499.99,0.2,6999.98,High,15980.92
1303,878,4,2017-12-16,2017-12-19,2017-12-18,2,7,2,63,2,3499.99,0.2,6999.98,High,9649.93
925,1316,4,2017-06-02,2017-06-05,2017-06-03,2,7,2,62,2,3499.99,0.2,6999.98,High,7349.969999999999
652,985,4,2017-01-12,2017-01-15,2017-01-13,3,9,2,62,2,3499.99,0.2,6999.98,High,8731.93
658,1051,4,2017-01-17,2017-01-18,2017-01-18,2,7,1,49,2,3499.99,0.2,6999.98,High,10999.96
951,339,4,2017-06-16,2017-06-19,2017-06-19,2,7,3,62,2,3499.99,0.2,6999.98,High,20199.949999999997
929,472,4,2017-06-05,2017-06-06,2017-06-08,2,6,2,63,2,3499.99,0.1,6999.98,High,8209.96
1170,534,4,2017-10-05,2017-10-07,2017-10-06,2,6,3,62,2,3499.99,0.1,6999.98,High,18129.95
1177,21,3,2017-10-12,2017-10-12,,3,9,1,62,2,3499.99,0.07,6999.98,High,18298.89
882,196,4,2017-05-09,2017-05-12,2017-05-10,2,6,1,63,2,3499.99,0.07,6999.98,High,11899.939999999999
884,871,4,2017-05-11,2017-05-13,2017-05-12,2,7,1,49,2,3499.99,0.05,6999.98,High,12742.92
1219,840,4,2017-10-30,2017-11-02,2017-11-02,2,7,2,62,2,3499.99,0.1,6999.98,High,17857.96
1383,488,4,2018-02-07,2018-02-08,2018-02-08,1,3,1,188,2,3499.99,0.2,6999.98,High,7693.959999999999
1587,231,2,2018-04-26,2018-04-26,,1,2,2,63,2,3499.99,0.05,6999.98,High,13687.869999999999
1520,66,2,2018-04-11,2018-04-11,,3,8,2,188,2,3499.99,0.2,6999.98,High,25940.879999999997
1343,594,4,2018-01-13,2018-01-15,2018-01-14,2,6,3,184,2,3499.99,0.2,6999.98,High,11853.93
805,420,4,2017-03-29,2017-03-30,2017-04-01,2,6,3,62,2,3499.99,0.2,6999.98,High,9899.92
1542,58,2,2018-04-16,2018-04-16,,2,6,3,184,2,3499.99,0.2,6999.98,High,24686.84
1053,1439,4,2017-08-10,2017-08-11,2017-08-12,2,6,1,49,2,3499.99,0.05,6999.98,High,10749.91
1576,12,2,2018-04-23,2018-04-23,,2,7,3,202,2,3499.99,0.05,6999.98,High,27157.879999999997
1598,239,2,2018-04-29,2018-04-29,,1,3,2,49,2,3499.99,0.07,6999.98,High,11369.88
980,328,4,2017-06-26,2017-06-28,2017-06-27,3,9,1,49,2,3499.99,0.2,6999.98,High,10489.96
1185,960,4,2017-10-14,2017-10-16,2017-10-17,2,6,3,63,2,3499.99,0.1,6999.98,High,8929.96
1555,1,1,2018-04-18,2018-04-18,,2,7,2,156,1,6499.99,0.1,6499.99,High,30645.87
1135,1347,4,2017-09-19,2017-09-21,2017-09-20,2,6,2,51,1,6499.99,0.1,6499.99,High,7179.969999999999
1169,1421,4,2017-10-04,2017-10-06,2017-10-07,2,7,2,51,1,6499.99,0.05,6499.99,High,19399.93
958,1276,4,2017-06-18,2017-06-20,2017-06-19,1,2,1,51,1,6499.99,0.1,6499.99,High,6799.98
1533,28,2,2018-04-13,2018-04-13,,2,6,5,51,1,6499.99,0.1,6499.99,High,22231.85
1336,904,4,2018-01-09,2018-01-10,2018-01-12,1,2,2,157,1,6499.99,0.05,6499.99,High,15839.93
1224,544,4,2017-11-03,2017-11-04,2017-11-04,2,6,2,51,1,6499.99,0.1,6499.99,High,10919.96
1525,38,2,2018-04-12,2018-04-12,,2,7,1,156,1,6499.99,0.1,6499.99,High,23397.92
1546,91,2,2018-04-17,2018-04-17,,1,3,1,156,1,6499.99,0.1,6499.99,High,20830.92
1168,1031,4,2017-10-04,2017-10-05,2017-10-06,2,6,3,51,1,6499.99,0.07,6499.99,High,9653.92
1101,379,4,2017-08-29,2017-08-30,2017-08-30,2,7,2,51,1,6499.99,0.05,6499.99,High,7033.98
1226,226,4,2017-11-04,2017-11-07,2017-11-06,2,7,4,51,1,6499.99,0.07,6499.99,High,14101.93
837,948,4,2017-04-13,2017-04-16,2017-04-14,2,7,1,51,1,6499.99,0.05,6499.99,High,7229.96
1425,126,4,2018-03-07,2018-03-09,2018-03-09,2,6,4,54,2,3199.99,0.05,6399.98,High,10939.92
1562,88,1,2018-04-20,2018-04-20,,2,7,3,115,2,3199.99,0.07,6399.98,High,11000.939999999999
